IMMR_code,Disease,live_f_17-49,live_f_50-69,live_f_70+,live_f_NA,live_f_Total,year
150,Asthma (J45-J46),24986.999999999953,25399.999999999964,15658.999999999978,80,83823.00000000016,2016
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1925.0000000000009,3076.0000000000009,2361.9999999999959,7.0000000000000053,8578.0000000000018,2017
150,Asthma (J45-J46),26211.999999999982,27980.000000000098,16741.999999999975,62.000000000000185,88736.000000000029,2017
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1657.0000000000018,2946.0000000000032,2410.9999999999955,1.0000000000000047,8431.0000000000055,2018
150,Asthma (J45-J46),27693.999999999953,28370.000000000015,17381.000000000004,17.000000000000075,91186.000000000058,2018
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1729.9999999999973,2703.9999999999977,2455.999999999995,0,8720.0000000000236,2019
150,Asthma (J45-J46),27764.000000000011,28872.000000000018,18392.000000000036,55,92608.999999999854,2019
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",768.99999999999932,1557.9999999999977,1506.0000000000005,1.0000000000000051,4334.0000000000036,2020
150,Asthma (J45-J46),16225.999999999996,14983.999999999975,10454.999999999996,20.000000000000057,50991.999999999876,2020
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",510.00000000000028,960,871.99999999999875,0,2692.0000000000014,2021
150,Asthma (J45-J46),10653.999999999987,8624.0000000000109,6200.0000000000036,15,30653.999999999964,2021
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1028.9999999999986,1816.0000000000014,1868.0000000000007,4.0000000000000124,6134,2022
150,Asthma (J45-J46),21407.999999999989,19777,13992.999999999973,15,74042.000000000116,2022
149,"Bronchitis, emphysema and other chronic obstructive pulmonar",1446,1930,1468,53,6218,2005
150,Asthma (J45-J46),26563,23349,13178,1599,78619,2005
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1733,2183,1768,34,7234,2006
150,Asthma (J45-J46),30057,26987,15069,1732,89825,2006
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1597,2323,1755,18,7378,2007
150,Asthma (J45-J46),28645,26091,14842,1929,87975,2007
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1556,2197,1690,8,6806,2008
150,Asthma (J45-J46),31088,28120,20583,2331,99832,2008
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1726,2486,1737,15,7738,2009
150,Asthma (J45-J46),32574,28406,15409,547,98252,2009
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1765,2536,1834,21,7598,2010
150,Asthma (J45-J46),31048,28937,16034,277,96463,2010
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1523,2456,1807,28,7237,2011
150,Asthma (J45-J46),29465,27980,15839,325,92994,2011
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1583,2265,1868,83,7271,2012
150,Asthma (J45-J46),29857,28431,16801,286,94694,2012
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1877,2732,2042,11,8218,2013
150,Asthma (J45-J46),28428,28729,16496,196,93050,2013
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",256,700,302,7,1287,2004
051,Malaignant neoplasm of oesophagus (C15),294,981,443,7,1727,2004
052,Malignant neoplasm of stomach (C16),51,130,35,2,218,2004
053,Malignant neoplasm of colon (C18),111,372,129,1,616,2004
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and",225,416,160,2,806,2004
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),38,82,34,2,187,2004
056,Malignant neoplasm of pancreas (C25),54,95,42,0,192,2004
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C2",23,60,20,0,104,2004
058,Malignant neoplasm of larnyx (C32),26,67,37,0,132,2004
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",166,336,116,2,624,2004
060,Malignant neoplasm of other respiratory and intrathoracic or,25,24,7,0,64,2004
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",144,88,22,0,308,2004
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",53,95,46,0,200,2004
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",118,112,23,0,288,2004
064,Malignant neoplasm of breast (C50),2051,2321,384,28,4809,2004
065,Malignant neoplasm of cervix uteri (C53),776,1486,374,16,2656,2004
066,Malignant neoplasm of other and unspecified parts of uterus,123,305,52,2,483,2004
067,Malignant neoplasm of placenta (C58),277,23,5,1,306,2004
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57",1452,1925,296,13,3739,2004
069,Malignant neoplasm of prostate (C61),NA,NA,NA,NA,NA,2004
070,"Malignant neoplasm of other male genital organs (C60,C62,C63",NA,NA,NA,NA,NA,2004
071,Malignant neoplasm of bladder (C67),17,48,25,0,91,2004
072,Malignant neoplasm of other parts of the urinary tract (C64-,52,45,15,2,158,2004
073,Malignant neoplasm of eye and adnexa (C69),7,7,2,0,100,2004
074,Malignant neoplasm of brain(C71),172,85,12,0,366,2004
075,Malignant neoplasm of other parts of the central nervous sys,7,9,5,0,25,2004
076,Malignant neoplasm of thyroid gland (C73),344,211,58,1,629,2004
077,"Malignant neoplasm of other endocrine, ill-defined, secondar",639,814,289,6,1886,2004
078,Hodgkin's disease (C81),80,43,12,0,156,2004
079,Leukaemia (C91-C95),616,273,90,2,1797,2004
080,Malignant neoplasm of other lymphoid haematopoietic and rela,483,718,259,5,1567,2004
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",291,853,354,0,1529,2014
051,Malaignant neoplasm of oesophagus (C15),179,1225,527,2,1939,2014
052,Malignant neoplasm of stomach (C16),66,234,117,0,418,2014
053,Malignant neoplasm of colon (C18),683,1511,238,0,2462,2014
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",527,1389,309,0,2231,2014
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),47,160,93,1,346,2014
056,Malignant neoplasm of pancreas (C25),49,135,33,0,217,2014
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",78,176,57,0,313,2014
058,Malignant neoplasm of larnyx (C32),38,97,37,0,192,2014
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",354,745,266,1,1376,2014
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",71,86,23,0,206,2014
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",128,66,26,0,434,2014
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",97,241,73,0,416,2014
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",206,210,39,0,605,2014
064,Malignant neoplasm of breast (C50),5092,7812,1053,2,13985,2014
065,Malignant neoplasm of cervix uteri (C53),1037,2533,538,2,4128,2014
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",317,1376,262,0,1961,2014
067,Malignant neoplasm of placenta (C58),142,30,1,0,173,2014
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2698,4004,689,0,7504,2014
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2014
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,1,0,0,1,2014
071,Malignant neoplasm of bladder (C67),64,226,127,0,419,2014
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",27,73,39,0,317,2014
073,Malignant neoplasm of eye and adnexa (C69),17,31,4,0,235,2014
074,Malignant neoplasm of brain(C71),233,184,26,0,663,2014
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",38,41,14,0,99,2014
076,Malignant neoplasm of thyroid gland (C73),654,501,116,0,1285,2014
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",271,593,183,0,1180,2014
078,Hodgkin's disease (C81),347,179,40,0,606,2014
079,Leukaemia (C91-C95),558,597,191,0,2774,2014
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",639,1536,478,1,2762,2014
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",442,1012.0000000000024,382.99999999999983,0,1907.0000000000014,2015
051,Malaignant neoplasm of oesophagus (C15),215.99999999999983,1466.0000000000007,658.00000000000057,0,2355.000000000005,2015
052,Malignant neoplasm of stomach (C16),147.9999999999998,380.99999999999903,154.00000000000009,0,709.00000000000045,2015
053,Malignant neoplasm of colon (C18),702,1630.9999999999975,307.99999999999966,0,2658.0000000000018,2015
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",606,1841.000000000002,352.00000000000011,0,2863.9999999999964,2015
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),96.999999999999744,289.99999999999966,104.99999999999989,0,524,2015
056,Malignant neoplasm of pancreas (C25),68.000000000000014,126.99999999999993,62,0,260.99999999999989,2015
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",77.000000000000071,182.00000000000006,53.999999999999872,0,329.99999999999983,2015
058,Malignant neoplasm of larnyx (C32),87.000000000000028,121.9999999999999,46,0,271.00000000000034,2015
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",407.9999999999992,1062.9999999999991,272.00000000000006,0,1760.9999999999982,2015
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",64,115.99999999999991,30,0,225.9999999999998,2015
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",153,130.00000000000011,21.000000000000004,0,608.00000000000057,2015
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",90.000000000000043,186,90.000000000000085,0,384.99999999999989,2015
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",274.99999999999989,297.00000000000017,76.000000000000099,0,811,2015
064,Malignant neoplasm of breast (C50),5144.0000000000036,8408.9999999999873,1165.9999999999991,0,14769.999999999991,2015
065,Malignant neoplasm of cervix uteri (C53),994.9999999999992,2689.0000000000005,544.00000000000034,1,4240.0000000000045,2015
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",456,1421.9999999999986,247.00000000000063,0,2136.9999999999991,2015
067,Malignant neoplasm of placenta (C58),144.99999999999986,33.000000000000071,7.0000000000000044,0,186.00000000000051,2015
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2604.9999999999982,4650.9999999999882,938.00000000000148,0,8374.9999999999909,2015
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2015
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,1.0000000000000016,0,0,1.0000000000000016,2015
071,Malignant neoplasm of bladder (C67),72.000000000000128,261.00000000000074,137.00000000000026,0,472.0000000000008,2015
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",64.000000000000028,133.9999999999996,34,0,363.00000000000017,2015
073,Malignant neoplasm of eye and adnexa (C69),20,19.000000000000014,2.0000000000000031,0,264.00000000000028,2015
074,Malignant neoplasm of brain(C71),230.00000000000037,210.00000000000028,67.000000000000071,0,685.00000000000148,2015
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",43.000000000000057,39.000000000000036,7.0000000000000107,0,92,2015
076,Malignant neoplasm of thyroid gland (C73),747.00000000000023,570.00000000000057,117,1.0000000000000011,1449.0000000000052,2015
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",402.99999999999983,728,236.99999999999983,1.0000000000000011,1552.9999999999961,2015
078,Hodgkin's disease (C81),251.99999999999986,144.00000000000009,22.000000000000025,0,448.99999999999909,2015
079,Leukaemia (C91-C95),987.00000000000034,1170.9999999999964,283.99999999999989,0,4520.0000000000027,2015
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",828.00000000000045,2013.9999999999945,657.99999999999875,0,3643.0000000000009,2015
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",436.99999999999972,918.99999999999898,349.99999999999972,0,1761.0000000000009,2016
051,Malaignant neoplasm of oesophagus (C15),222.99999999999986,1460.0000000000025,678.00000000000125,0,2372.0000000000018,2016
052,Malignant neoplasm of stomach (C16),103.9999999999998,285.99999999999989,91.000000000000043,0,485.00000000000006,2016
053,Malignant neoplasm of colon (C18),780.0000000000025,1894.9999999999975,393.99999999999966,1.0000000000000031,3077.9999999999955,2016
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",578.99999999999943,1891.9999999999982,395.00000000000034,0,2879.0000000000018,2016
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),90.000000000000171,292.99999999999972,117.99999999999986,0,539.99999999999932,2016
056,Malignant neoplasm of pancreas (C25),47.000000000000007,149,51.999999999999872,0,254.00000000000026,2016
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",103.9999999999999,222.99999999999991,62.000000000000036,0,397.00000000000068,2016
058,Malignant neoplasm of larnyx (C32),42.000000000000057,102.99999999999982,39,0,185.99999999999977,2016
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",435.99999999999983,1148.0000000000005,275.0000000000004,0,1868.0000000000002,2016
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",1022.9999999999993,105.99999999999979,31,0,1180.0000000000007,2016
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",232.99999999999966,105,30.000000000000021,0,746.00000000000216,2016
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",102.99999999999986,211.00000000000031,106.99999999999973,0,443.9999999999992,2016
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",321.00000000000006,425.0000000000008,89.000000000000114,0,1004.0000000000002,2016
064,Malignant neoplasm of breast (C50),5184.9999999999927,8951.0000000000073,1380.0000000000016,0,15529.000000000025,2016
065,Malignant neoplasm of cervix uteri (C53),1009.0000000000015,2790.0000000000091,620.00000000000034,1.0000000000000038,4426.0000000000055,2016
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",400.00000000000063,1500.0000000000005,279.00000000000017,0,2189.0000000000005,2016
067,Malignant neoplasm of placenta (C58),169.00000000000009,26.000000000000014,0,1.0000000000000031,199.00000000000048,2016
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2208.0000000000005,4861.0000000000018,1004.9999999999999,0,8243.9999999999927,2016
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2016
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2016
071,Malignant neoplasm of bladder (C67),76,241.00000000000065,134.00000000000009,0,453.00000000000028,2016
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",67.000000000000114,197.9999999999998,54,0,417.00000000000028,2016
073,Malignant neoplasm of eye and adnexa (C69),15.000000000000036,23.000000000000057,7.0000000000000133,0,268.0000000000008,2016
074,Malignant neoplasm of brain(C71),290.00000000000068,250.00000000000011,30.000000000000057,0,743.0000000000025,2016
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",43,37,13,0,97.000000000000028,2016
076,Malignant neoplasm of thyroid gland (C73),1020.9999999999987,737.00000000000057,143.99999999999989,0,1921.0000000000018,2016
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",312.99999999999898,574.00000000000148,212.00000000000003,0,1270.9999999999989,2016
078,Hodgkin's disease (C81),255.00000000000006,116.00000000000037,42.000000000000014,0,449.00000000000006,2016
079,Leukaemia (C91-C95),714.00000000000102,732.99999999999977,265.9999999999996,0,4740.0000000000018,2016
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",779.99999999999966,1946.0000000000007,666.99999999999864,0,3518.9999999999959,2016
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",433.00000000000074,1081.9999999999989,382.99999999999943,0,1933.9999999999986,2017
051,Malaignant neoplasm of oesophagus (C15),190.00000000000043,1365.999999999998,741.99999999999898,0,2305.0000000000068,2017
052,Malignant neoplasm of stomach (C16),85.999999999999915,247.99999999999986,81.999999999999886,0,418.99999999999983,2017
053,Malignant neoplasm of colon (C18),614.00000000000045,1753.0000000000018,348.00000000000023,0,2726.0000000000032,2017
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",600.99999999999864,1822.9999999999989,478.99999999999972,0,2918.9999999999941,2017
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),84.000000000000171,192.9999999999996,69.000000000000085,0,378.0000000000004,2017
056,Malignant neoplasm of pancreas (C25),89.000000000000142,171.00000000000031,38.000000000000085,0,297.9999999999996,2017
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",76.000000000000014,300.99999999999886,70,0,453.00000000000011,2017
058,Malignant neoplasm of larnyx (C32),44.000000000000036,124.00000000000041,53,0,222.00000000000014,2017
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",379.00000000000023,1214.9999999999989,308.00000000000085,0,1906.9999999999984,2017
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",667,134,21.000000000000036,0,830.00000000000068,2017
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",161.99999999999977,98.000000000000099,30,0,647.99999999999841,2017
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",76.000000000000256,171.99999999999963,65.999999999999943,0,317.99999999999989,2017
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",313.99999999999972,471.99999999999903,78.000000000000156,0,1020.0000000000015,2017
064,Malignant neoplasm of breast (C50),5070.0000000000027,9216.9999999999873,1497.999999999998,0,15801.999999999962,2017
065,Malignant neoplasm of cervix uteri (C53),1017.0000000000003,2664.0000000000014,693.99999999999955,0,4381.9999999999964,2017
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",375.99999999999983,1637.9999999999998,323.9999999999996,0,2340.9999999999968,2017
067,Malignant neoplasm of placenta (C58),181.00000000000017,10,1.000000000000004,0,202.0000000000006,2017
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2120.9999999999977,5135.9999999999854,1039.0000000000005,0,8421.0000000000182,2017
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2017
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2017
071,Malignant neoplasm of bladder (C67),80,278.99999999999977,167.00000000000026,0,534.00000000000148,2017
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",58.000000000000028,129.0000000000002,45.999999999999915,0,437.99999999999977,2017
073,Malignant neoplasm of eye and adnexa (C69),13.000000000000004,10.000000000000023,8.0000000000000302,0,160.99999999999986,2017
074,Malignant neoplasm of brain(C71),206.00000000000006,179.99999999999977,49,0,609.00000000000068,2017
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",24.000000000000011,20.000000000000021,7,0,56.999999999999936,2017
076,Malignant neoplasm of thyroid gland (C73),947,563.00000000000023,159.99999999999963,0,1692.0000000000005,2017
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",386.99999999999903,574,203.99999999999974,0,1355.9999999999993,2017
078,Hodgkin's disease (C81),283.00000000000045,126.9999999999999,60,0,556.0000000000008,2017
079,Leukaemia (C91-C95),625.00000000000011,637.00000000000023,215.00000000000011,0,4014.0000000000023,2017
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",804.00000000000114,2021.000000000002,715.99999999999932,0,3652.9999999999959,2017
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",452.00000000000034,1216,515.00000000000023,0,2223.9999999999995,2018
051,Malaignant neoplasm of oesophagus (C15),245.00000000000023,1531.9999999999995,830.00000000000011,0,2616.9999999999986,2018
052,Malignant neoplasm of stomach (C16),116.99999999999976,313.99999999999972,116.99999999999984,0,550.0000000000008,2018
053,Malignant neoplasm of colon (C18),801.99999999999909,1973.0000000000009,424.99999999999977,0,3205.0000000000041,2018
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",658.99999999999739,1946.9999999999977,710.00000000000011,0,3328.9999999999986,2018
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),87.999999999999901,345.00000000000034,151.00000000000017,2.0000000000000044,660.99999999999977,2018
056,Malignant neoplasm of pancreas (C25),69.999999999999929,302.00000000000017,76.000000000000284,0,451.00000000000074,2018
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",70.999999999999943,274.00000000000034,95.000000000000355,0,444.99999999999989,2018
058,Malignant neoplasm of larnyx (C32),30.000000000000043,126.99999999999991,61,0,220.00000000000051,2018
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",530.00000000000045,1296.0000000000016,388.99999999999949,0,2220.9999999999995,2018
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",238,92.999999999999915,28.000000000000032,0,363.99999999999966,2018
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",237.00000000000028,113.99999999999986,36.000000000000078,0,771.99999999999932,2018
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",95.000000000000156,205,79.000000000000156,0,388.99999999999932,2018
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",366.00000000000136,605.00000000000136,110,0,1400.0000000000034,2018
064,Malignant neoplasm of breast (C50),7149.99999999999,12193.000000000007,2098.0000000000009,0,21461.999999999993,2018
065,Malignant neoplasm of cervix uteri (C53),1027.0000000000007,3111.0000000000014,796.00000000000091,0,4940.0000000000146,2018
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",426.99999999999949,2026.0000000000027,486.99999999999983,0,2950.9999999999977,2018
067,Malignant neoplasm of placenta (C58),54.999999999999872,6.0000000000000027,1.0000000000000024,0,63.999999999999879,2018
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2406.0000000000032,6331.9999999999955,1242.999999999998,1.0000000000000009,10094.999999999995,2018
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2018
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2018
071,Malignant neoplasm of bladder (C67),81.999999999999844,300.99999999999949,153.0000000000002,0,540.00000000000114,2018
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",97.000000000000057,178.00000000000009,74.000000000000071,0,494.00000000000017,2018
073,Malignant neoplasm of eye and adnexa (C69),10.000000000000007,23.000000000000025,7.0000000000000027,0,201.00000000000065,2018
074,Malignant neoplasm of brain (C71),264,221.99999999999937,53.999999999999929,0,732.99999999999886,2018
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",37.000000000000142,31,21.000000000000046,0,95,2018
076,Malignant neoplasm of thyroid gland (C73),978.99999999999886,647.99999999999955,156.00000000000006,0,1805.999999999993,2018
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",472.00000000000131,713.00000000000023,238.9999999999998,0,1608.9999999999986,2018
078,Hodgkin's disease (C81),169.99999999999983,169.00000000000028,64,0,421.99999999999949,2018
079,Leukaemia (C91-C95),762.99999999999898,840.00000000000205,229.99999999999977,0,4474.99999999999,2018
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1194.9999999999989,2687.9999999999995,916.99999999999932,0,5001.9999999999982,2018
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",490.9999999999996,1071.0000000000009,519.00000000000102,0,2123.9999999999986,2019
051,Malaignant neoplasm of oesophagus (C15),248.00000000000043,1673.000000000003,898,0,2833.9999999999941,2019
052,Malignant neoplasm of stomach (C16),115.0000000000001,326.00000000000063,115.99999999999979,0,556.99999999999943,2019
053,Malignant neoplasm of colon (C18),736.00000000000102,2065.0000000000032,488.99999999999983,0,3295.0000000000127,2019
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",739.99999999999932,1997.9999999999966,624.99999999999943,0,3367.9999999999923,2019
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),134.00000000000006,354.9999999999992,167.99999999999983,0,730.99999999999898,2019
056,Malignant neoplasm of pancreas (C25),71,309.00000000000028,55.000000000000085,0,436.99999999999972,2019
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",43.000000000000078,269.00000000000045,74.999999999999844,0,394.0000000000004,2019
058,Malignant neoplasm of larnyx (C32),30.000000000000131,105,44.00000000000005,0,181.00000000000026,2019
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",492.99999999999875,1451.0000000000023,411.99999999999949,0,2370.999999999995,2019
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",167,107.00000000000013,41.000000000000107,0,326.99999999999977,2019
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",266.00000000000011,90.999999999999645,33.000000000000028,0,759.99999999999807,2019
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",116,194.00000000000003,118.9999999999998,1.0000000000000031,440.00000000000114,2019
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",387.99999999999943,513,126,0,1261.9999999999989,2019
064,Malignant neoplasm of breast (C50),7316.0000000000191,13333.000000000004,2287.0000000000023,3,22965.000000000029,2019
065,Malignant neoplasm of cervix uteri (C53),1079.9999999999998,3039.9999999999959,887.99999999999977,0,5012.9999999999854,2019
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",384,1922.9999999999993,474.99999999999898,0,2788.0000000000023,2019
067,Malignant neoplasm of placenta (C58),66.999999999999943,7.0000000000000071,1.0000000000000053,0,77.000000000000114,2019
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2304.0000000000005,6431.9999999999918,1231.9999999999993,1.0000000000000029,10027,2019
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2019
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2019
071,Malignant neoplasm of bladder (C67),82.000000000000171,306.99999999999949,146.00000000000043,0,536.99999999999932,2019
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",62,173.00000000000034,49.000000000000128,0,443,2019
073,Malignant neoplasm of eye and adnexa (C69),11,20,9.0000000000000213,0,182.99999999999983,2019
074,Malignant neoplasm of brain (C71),213.99999999999991,207.99999999999974,38,0,670.99999999999966,2019
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",36.000000000000043,22.000000000000014,17.000000000000103,0,88,2019
076,Malignant neoplasm of thyroid gland (C73),956.00000000000193,703.99999999999898,156,0,1835.9999999999964,2019
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",493.00000000000028,765.00000000000114,210.00000000000026,1.0000000000000044,1782.000000000005,2019
078,Hodgkin's disease (C81),313,201.00000000000003,38.000000000000028,0,608.00000000000045,2019
079,Leukaemia (C91-C95),775.00000000000466,656.00000000000011,318,0,4290.0000000000045,2019
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1184.9999999999989,2638.9999999999977,841.00000000000091,0,4808.0000000000073,2019
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",430.00000000000063,957.0000000000008,418.00000000000023,0,1841.000000000003,2020
051,Malaignant neoplasm of oesophagus (C15),201.9999999999996,1248.9999999999989,682.9999999999992,0,2138.0000000000023,2020
052,Malignant neoplasm of stomach (C16),122.00000000000034,332.99999999999977,105.99999999999982,0,561.99999999999864,2020
053,Malignant neoplasm of colon (C18),822.00000000000284,1928.0000000000018,548.99999999999898,0,3306.0000000000036,2020
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",764.00000000000125,1796.9999999999998,599.00000000000034,0,3165.9999999999991,2020
